t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_mm,y_mm,v_mps
22941,22.9410,1.90,1.80,0.1500,-1,8,7,9,108,116,18744,18907,9788.280,-40.818,0.2932
22942,22.9420,1.90,-1.20,0.1400,0,8,8,8,79,87,18823,18994,9831.715,-39.377,43.4587
23140,23.1400,1.60,-3.40,0.1200,1,9,10,8,109,110,18932,19104,9889.027,-37.777,0.2896
23141,23.1410,1.60,-1.80,0.1100,0,8,8,8,89,84,19021,19188,9934.300,-36.512,45.2913
23340,23.3400,1.20,-0.60,0.0900,0,8,8,8,110,118,19131,19306,9993.977,-35.262,0.3000
23341,23.3410,1.20,-1.70,0.0700,0,8,8,8,84,86,19215,19392,10038.473,-34.330,44.5059
23541,23.5410,0.80,-2.50,0.0500,1,9,10,8,108,111,19323,19503,10095.802,-33.529,0.2867
23541,23.5410,0.80,-2.20,0.0400,0,8,8,8,90,85,19413,19588,10141.612,-32.890,4.5815
23740,23.7400,1.30,-2.00,0.0400,0,8,8,8,122,117,19535,19705,10204.166,-31.470,0.3144
23741,23.7410,1.30,-0.30,0.0100,0,8,8,8,89,87,19624,19792,10250.231,-30.425,46.0767
23940,23.9400,1.10,0.90,-0.0100,0,8,8,8,106,112,19730,19904,10307.293,-29.329,0.2868
23940,23.9400,1.10,-0.30,-0.0300,-1,8,7,9,81,83,19811,19987,10350.220,-28.505,4.2935
24140,24.1400,1.10,-1.20,-0.0400,0,9,9,9,110,109,19921,20096,10407.544,-27.404,0.2867
24141,24.1410,1.10,0.20,-0.0700,0,8,8,8,89,89,20010,20185,10454.135,-26.510,46.6003
24341,24.3410,0.70,1.20,-0.0800,-1,8,7,9,113,117,20123,20302,10514.345,-25.774,0.3011
24341,24.3410,0.70,-1.10,-0.1000,0,8,8,8,77,87,20200,20389,10557.277,-25.249,4.2935
24469,24.4690,0.70,-2.80,-0.1000,1,9,10,8,108,107,20308,20496,10613.559,-24.562,0.4397
24474,24.4740,0.70,-3.30,-0.1100,0,10,10,10,3,3,20311,20499,10615.130,-24.543,0.3142
24579,24.5790,0.30,-1.00,-0.1200,0,9,9,9,102,99,20413,20598,10667.751,-24.267,0.5012
24767,24.7670,0.30,0.20,-0.1100,0,8,8,8,112,113,20525,20711,10726.655,-23.959,0.3133
24768,24.7680,0.30,-0.00,-0.1200,0,8,8,8,80,79,20605,20790,10768.280,-23.741,41.6261
24896,24.8960,0.30,-0.20,-0.1100,0,8,8,8,105,105,20710,20895,10823.258,-23.453,0.4295
24905,24.9050,0.30,-0.20,-0.1100,0,9,9,9,5,6,20715,20901,10826.137,-23.438,0.3200
25015,25.0150,0.10,-1.60,-0.1200,1,9,10,8,99,107,20814,21008,10880.068,-23.344,0.4903
25137,25.1370,0.10,-2.30,-0.1100,1,8,9,7,113,105,20927,21113,10937.140,-23.244,0.4678
25141,25.1410,0.10,-3.30,-0.1100,1,9,10,8,17,15,20944,21128,10945.518,-23.229,2.0944
25463,25.4630,0.60,0.40,-0.1400,-1,9,8,10,93,98,21037,21226,10995.519,-22.706,0.1553
25582,25.5820,0.60,-1.20,-0.1600,0,8,8,8,100,106,21137,21332,11049.446,-22.141,0.4532
25590,25.5900,0.60,-2.40,-0.1600,1,10,11,9,0,0,21137,21332,11049.446,-22.141,0.0000
25693,25.6930,-0.10,-2.60,-0.1600,1,9,10,8,101,104,21238,21436,11103.115,-22.235,0.5211
25881,25.8810,0.20,-2.60,-0.1500,1,8,9,7,114,105,21352,21541,11160.449,-22.035,0.3050
25882,25.8820,0.20,-0.00,-0.1500,0,8,8,8,82,72,21434,21613,11200.766,-21.894,40.3171
26010,26.0100,0.30,2.30,-0.1500,-1,9,8,10,102,112,21536,21725,11256.790,-21.600,0.4377
26019,26.0190,0.30,2.50,-0.1500,-1,10,9,11,2,2,21538,21727,11257.837,-21.595,0.1164
26455,26.4550,0.20,1.30,-0.1600,-1,10,9,11,5,6,21543,21733,11260.717,-21.585,0.0066
26560,26.5600,-0.20,-0.70,-0.1500,1,9,10,8,90,95,21633,21828,11309.150,-21.754,0.4613
26744,26.7440,-0.10,-1.80,-0.1400,0,8,8,8,106,99,21739,21927,11362.818,-21.848,0.2917
26744,26.7440,-0.10,-0.50,-0.1400,0,8,8,8,70,71,21809,21998,11399.732,-21.912,3.6914
26881,26.8810,-0.20,0.50,-0.1200,0,8,8,8,103,104,21912,22102,11453.924,-22.101,0.3956
26886,26.8860,-0.20,-1.70,-0.1200,0,10,10,10,1,2,21913,22104,11454.710,-22.104,0.1571
27000,27.0000,-0.20,0.10,-0.1200,0,9,9,9,111,107,22024,22211,11511.781,-22.303,0.5006
27118,27.1180,-0.10,1.20,-0.1100,-1,8,7,9,109,109,22133,22320,11568.854,-22.403,0.4837
27126,27.1260,-0.10,2.10,-0.1100,-1,9,8,10,4,4,22137,22324,11570.948,-22.406,0.2618
27232,27.2320,0.00,-0.30,-0.1100,0,9,9,9,100,102,22237,22426,11623.831,-22.406,0.4989
27351,27.3510,-0.00,-1.60,-0.1100,1,8,9,7,109,110,22346,22536,11681.166,-22.406,0.4818
27358,27.3580,-0.00,-2.60,-0.1100,1,10,11,9,1,1,22347,22537,11681.689,-22.406,0.0748
27456,27.4560,0.00,-0.40,-0.1100,0,9,9,9,99,95,22446,22632,11732.478,-22.406,0.5183
27644,27.6440,0.10,0.70,-0.1000,0,8,8,8,107,107,22553,22739,11788.503,-22.309,0.2980
27645,27.6450,0.10,0.10,-0.1100,0,8,8,8,74,73,22627,22812,11826.988,-22.242,38.4845
27773,27.7730,0.10,-0.40,-0.1100,0,8,8,8,93,91,22720,22903,11875.159,-22.157,0.3763
27782,27.7820,0.10,-0.50,-0.1100,0,9,9,9,11,11,22731,22914,11880.918,-22.147,0.6400
27892,27.8920,-0.00,-0.70,-0.1100,0,9,9,9,96,97,22827,23011,11931.446,-22.147,0.4593
28080,28.0800,-0.20,-0.80,-0.1100,0,8,8,8,110,113,22937,23124,11989.826,-22.351,0.3105
28081,28.0810,-0.20,-0.90,-0.1000,0,8,8,8,79,80,23016,23204,12031.452,-22.496,41.6261
28209,28.2090,-0.20,-0.90,-0.1000,0,8,8,8,110,105,23126,23309,12087.739,-22.693,0.4397
28218,28.2180,-0.20,-0.90,-0.0900,1,10,11,9,2,2,23128,23311,12088.786,-22.697,0.1164
28328,28.3280,0.20,0.60,-0.1000,-1,9,8,10,107,105,23235,23416,12144.287,-22.503,0.5046
28516,28.5160,-0.00,1.30,-0.1100,0,8,8,8,106,111,23341,23527,12201.098,-22.503,0.3022
28517,28.5170,-0.00,0.90,-0.1100,-1,8,7,9,77,77,23418,23604,12241.415,-22.503,40.3171
28645,28.6450,-0.00,0.70,-0.1100,0,8,8,8,99,100,23517,23704,12293.513,-22.503,0.4070
28654,28.6540,-0.00,0.60,-0.1100,0,9,9,9,6,7,23523,23711,12296.916,-22.503,0.3782
28759,28.7590,-0.20,-0.30,-0.1100,0,9,9,9,91,91,23614,23802,12344.563,-22.669,0.4538
28877,28.8770,-0.30,-0.80,-0.1000,0,8,8,8,101,102,23715,23904,12397.708,-22.947,0.4504
28885,28.8850,-0.30,-1.10,-0.1000,1,9,10,8,5,4,23720,23908,12400.064,-22.960,0.2945
28991,28.9910,-0.40,-1.20,-0.0900,1,9,10,8,97,98,23817,24006,12451.114,-23.316,0.4816
29110,29.1100,-0.50,-1.20,-0.0800,0,8,8,8,113,104,23930,24110,12507.922,-23.812,0.4774
29118,29.1180,-0.50,-1.20,-0.0700,0,10,10,10,2,2,23932,24112,12508.969,-23.821,0.1309
29215,29.2150,-0.30,0.80,-0.0700,0,9,9,9,99,102,24031,24214,12561.590,-24.097,0.5425
29403,29.4030,0.00,1.90,-0.0600,-1,8,7,9,111,111,24142,24325,12619.710,-24.097,0.3091
29404,29.4040,0.00,1.10,-0.0600,0,8,8,8,75,78,24217,24403,12659.765,-24.097,40.0553
29532,29.5320,0.00,0.50,-0.0600,0,8,8,8,97,99,24314,24502,12711.078,-24.097,0.4009
29541,29.5410,0.00,0.40,-0.0600,0,9,9,9,11,12,24325,24514,12717.099,-24.097,0.6690
29651,29.6510,-0.30,-0.50,-0.0600,0,8,8,8,99,99,24424,24613,12768.935,-24.368,0.4712
29840,29.8400,-0.50,-1.00,-0.0500,0,8,8,8,89,93,24513,24706,12816.580,-24.784,0.2521
29840,29.8400,-0.50,-0.90,-0.0400,1,8,9,7,65,67,24578,24773,12851.136,-25.085,3.4558
29968,29.9680,-0.60,-0.80,-0.0200,1,9,10,8,94,95,24672,24868,12900.614,-25.604,0.3866
