t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_imu_mm,y_imu_mm,x_enc_mm,y_enc_mm,theta_enc_deg,v_mps
24519,24.5190,-0.30,0.30,0.4100,1,38,81,79,156,156,24268,23607,12533.340,-14.514,-6934.205,9387.961,136.759,0.3853
24732,24.7320,-0.20,0.30,0.4500,1,46,81,79,156,156,24424,23763,12615.021,-14.158,-6993.708,9443.919,136.759,0.3835
24855,24.8550,-0.20,0.20,0.4900,1,57,81,79,85,84,24509,23847,12659.265,-14.003,-7025.993,9474.171,136.966,0.3597
24859,24.8590,-0.20,0.20,0.5100,1,73,81,79,1,0,24510,23847,12659.527,-14.002,-7026.185,9474.349,137.172,0.0654
24988,24.9880,-0.30,0.10,0.5200,2,47,82,78,87,88,24597,23935,12705.341,-13.802,-7059.729,9505.555,136.966,0.3552
25168,25.1680,-0.40,0.20,0.5800,2,54,82,78,137,138,24734,24073,12777.335,-13.363,-7112.265,9554.782,136.759,0.4000
25169,25.1690,-0.40,0.20,0.5800,2,54,82,78,137,138,24871,24211,12849.328,-12.860,-7164.622,9604.198,136.552,0.0000
25390,25.3900,-0.30,1.20,0.7100,-1,47,79,81,91,89,24962,24300,12896.451,-12.572,-7198.950,9636.481,136.966,0.2132
25610,25.6100,-0.20,0.80,0.7500,0,52,80,80,156,155,25118,24455,12977.870,-12.217,-7258.564,9691.938,137.172,0.3701
25822,25.8220,-0.30,-0.50,0.8100,5,55,85,75,155,158,25273,24613,13059.812,-11.859,-7318.358,9747.967,136.552,0.3865
25823,25.8230,-0.30,-0.50,0.8100,5,55,85,75,155,158,25428,24771,13141.754,-11.430,-7377.543,9804.641,135.931,0.0000
26044,26.0440,-0.40,-0.30,0.8700,4,56,84,76,170,167,25598,24938,13229.979,-10.891,-7441.265,9865.660,136.552,0.3992
26266,26.2660,-0.30,-0.10,0.9300,4,58,84,76,159,157,25757,25095,13312.706,-10.386,-7501.531,9922.335,136.966,0.3727
26266,26.2660,-0.30,-0.10,0.9900,4,74,84,76,0,0,25757,25095,13312.706,-10.386,-7501.531,9922.335,136.966,0.0000
26486,26.4860,-0.40,-0.00,1.0500,4,71,84,76,154,156,25911,25251,13393.862,-9.890,-7560.652,9977.934,136.552,0.3689
26487,26.4870,-0.40,-0.00,1.0500,4,71,84,76,154,156,26065,25407,13475.018,-9.324,-7619.370,10033.959,136.138,0.0000
26617,26.6170,-0.40,-0.60,1.1200,6,73,86,74,101,100,26166,25507,13527.638,-8.956,-7657.377,10070.353,136.345,0.4048
26618,26.6180,-0.40,-0.60,1.1200,6,73,86,74,101,100,26267,25607,13580.259,-8.589,-7695.515,10106.610,136.552,0.0000
26749,26.7490,-0.30,-0.10,1.1800,4,11,84,76,93,91,26360,25698,13628.429,-8.295,-7730.606,10139.611,136.966,0.3677
26871,26.8710,-0.30,0.30,1.2400,3,32,83,77,96,95,26456,25793,13678.432,-8.033,-7767.217,10173.669,137.172,0.4099
26876,26.8760,-0.30,0.30,1.2600,3,55,83,77,4,3,26460,25796,13680.265,-8.023,-7768.564,10174.912,137.379,0.3665
27005,27.0050,-0.10,0.90,1.2700,-1,15,79,81,88,86,26548,25882,13725.817,-7.864,-7802.195,10205.637,137.793,0.3531
27127,27.1270,-0.10,0.90,1.2900,-1,35,79,81,89,89,26637,25971,13772.418,-7.783,-7836.713,10236.944,137.793,0.3820
27131,27.1310,-0.10,0.90,1.2900,-1,35,79,81,89,89,26726,26060,13819.018,-7.701,-7871.231,10268.250,137.793,11.6501
27251,27.2510,-0.00,-0.00,1.3100,2,10,82,78,79,78,26805,26138,13860.120,-7.666,-7901.726,10295.808,138.000,0.3425
27463,27.4630,-0.10,-0.40,1.3200,3,25,83,77,163,160,26968,26298,13944.681,-7.592,-7964.873,10352.049,138.621,0.3989
27684,27.6840,-0.10,0.30,1.3500,1,36,81,79,160,163,27128,26461,14029.243,-7.444,-8028.020,10408.291,138.000,0.3826
27685,27.6850,-0.10,0.30,1.3500,1,36,81,79,160,163,27288,26624,14113.804,-7.297,-8090.554,10465.213,137.379,0.0000
27816,27.8160,-0.10,-0.10,1.3700,3,49,83,77,95,93,27383,26717,14163.022,-7.211,-8126.891,10498.409,137.793,0.3757
27949,27.9490,-0.00,0.40,1.3900,1,41,81,79,93,92,27476,26809,14211.455,-7.168,-8162.825,10530.882,138.000,0.3642
28161,28.1610,0.00,0.10,1.3900,1,46,81,79,166,164,27642,26973,14297.848,-7.168,-8227.237,10588.459,138.414,0.4075
28162,28.1620,0.00,0.10,1.3900,1,46,81,79,166,164,27808,27137,14384.242,-7.168,-8292.062,10645.569,138.828,0.0000
28383,28.3830,0.10,0.60,1.3900,-1,49,79,81,169,171,27977,27308,14473.254,-7.246,-8358.852,10704.409,138.414,0.4028
28604,28.6040,0.30,0.90,1.3600,-3,52,77,83,169,164,28146,27472,14560.433,-7.550,-8424.579,10761.683,139.448,0.3945
28605,28.6050,0.30,0.90,1.3600,-3,52,77,83,169,164,28315,27636,14647.611,-8.007,-8491.328,10817.761,140.483,0.0000
28736,28.7360,0.30,0.60,1.3300,-2,60,78,82,101,99,28416,27735,14699.970,-8.281,-8531.840,10850.932,140.897,0.3997
28868,28.8680,0.20,0.20,1.3000,0,9,80,80,88,89,28504,27824,14746.308,-8.483,-8567.746,10880.223,140.690,0.3510
28869,28.8690,0.20,0.20,1.3000,0,9,80,80,88,89,28592,27913,14792.646,-8.645,-8603.547,10909.645,140.483,0.0000
29081,29.0810,0.10,-0.00,1.2900,1,24,81,79,160,162,28752,28075,14876.945,-8.866,-8668.384,10963.520,140.069,0.3976
29303,29.3030,0.20,0.70,1.2600,-2,34,78,82,170,165,28922,28240,14964.648,-9.095,-8736.141,11019.204,141.103,0.3951
29524,29.5240,0.40,0.20,1.2100,-1,40,79,81,177,176,29099,28416,15057.062,-9.579,-8808.171,11077.103,141.310,0.4182
29745,29.7450,0.50,0.60,1.1500,-3,44,77,83,173,172,29272,28588,15147.380,-10.289,-8878.772,11133.435,141.517,0.4087
29876,29.8760,0.50,0.80,1.0800,-4,54,76,84,98,98,29370,28686,15198.690,-10.736,-8918.939,11165.366,141.517,0.3917
30008,30.0080,0.60,0.30,1.0200,-3,42,77,83,95,95,29465,28781,15248.430,-11.214,-8957.877,11196.319,141.517,0.3768
30009,30.0090,0.60,0.30,1.0200,-3,42,77,83,95,95,29560,28876,15298.169,-11.735,-8996.815,11227.272,141.517,0.0000
30131,30.1310,0.60,0.20,0.9400,-3,53,77,83,94,92,29654,28968,15346.861,-12.245,-9035.042,11257.436,141.931,0.3991
30136,30.1360,0.60,0.20,0.9100,-3,68,77,83,4,4,29658,28972,15348.955,-12.267,-9036.691,11258.728,141.931,0.4189
30264,30.2640,0.60,-0.60,0.8900,0,3,80,80,91,93,29749,29065,15397.124,-12.771,-9074.507,11288.567,141.517,0.3763
30476,30.4760,0.30,-0.90,0.8400,2,19,82,78,157,158,29906,29223,15479.588,-13.419,-9138.969,11340.001,141.310,0.3890
30689,30.6890,0.40,-0.10,0.8000,-1,31,79,81,158,157,30064,29380,15562.053,-13.922,-9203.431,11391.435,141.517,0.3872
30902,30.9020,0.50,-0.10,0.7200,-2,39,78,82,165,162,30229,29542,15647.659,-14.595,-9270.732,11444.343,142.138,0.4019
31123,31.1230,0.60,-0.40,0.6500,-1,44,79,81,166,167,30395,29709,15734.834,-15.432,-9339.463,11497.975,141.931,0.3945
31124,31.1240,0.60,-0.40,0.6500,-1,44,79,81,166,167,30561,29876,15822.009,-16.345,-9407.999,11551.854,141.724,0.0000
31255,31.2550,0.60,0.30,0.5700,-4,54,76,84,96,96,30657,29972,15872.271,-16.871,-9447.459,11582.991,141.724,0.3837
31387,31.3870,0.60,0.70,0.5000,-5,45,75,85,90,90,30747,30062,15919.393,-17.364,-9484.453,11612.182,141.724,0.3570
31388,31.3880,0.60,0.70,0.5000,-5,45,75,85,90,90,30837,30152,15966.514,-17.858,-9521.447,11641.373,141.724,0.0000
31600,31.6000,0.60,-0.10,0.4200,-3,49,77,83,157,155,30994,30307,16048.191,-18.713,-9585.752,11691.738,142.138,0.3853
