t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_imu_mm,y_imu_mm,x_enc_mm,y_enc_mm,theta_enc_deg,v_mps
23297,23.2970,-0.40,-0.90,2.6900,8,55,88,72,132,132,21589,21494,11278.851,-25.159,10961.457,-2274.095,-19.655,0.0000
23518,23.5180,-0.20,0.40,2.7200,3,58,83,77,151,149,21740,21643,11357.389,-25.570,11035.325,-2300.779,-20.069,0.3554
23739,23.7390,0.10,1.20,2.7200,-1,61,79,81,157,149,21897,21792,11437.500,-25.640,11110.166,-2329.353,-21.724,0.3625
23960,23.9600,0.20,0.60,2.6900,0,62,80,80,150,149,22047,21941,11515.778,-25.435,11182.832,-2358.458,-21.931,0.3542
23961,23.9610,0.20,0.60,2.6900,0,62,80,80,150,149,22197,22090,11594.055,-25.162,11255.392,-2387.825,-22.138,0.0000
24092,24.0920,0.20,0.20,2.6600,1,69,81,79,89,90,22286,22180,11640.917,-24.998,11298.832,-2405.406,-21.931,0.3577
24224,24.2240,0.10,0.30,2.6400,1,27,81,79,90,91,22376,22271,11688.303,-24.874,11342.820,-2423.025,-21.724,0.3590
24225,24.2250,0.10,0.30,2.6400,1,27,81,79,90,91,22466,22362,11735.688,-24.791,11386.872,-2440.485,-21.517,0.0000
24437,24.4370,0.00,-0.40,2.6300,4,38,84,76,157,156,22623,22518,11817.631,-24.720,11463.050,-2470.677,-21.724,0.3865
24658,24.6580,0.00,-0.50,2.6300,4,47,84,76,142,143,22765,22661,11892.244,-24.720,11532.413,-2498.169,-21.517,0.3376
24659,24.6590,0.00,-0.50,2.6300,4,47,84,76,142,143,22907,22804,11966.857,-24.720,11601.875,-2525.411,-21.310,0.0000
24880,24.8800,-0.00,0.50,2.6400,1,54,81,79,140,141,23047,22945,12040.423,-24.720,11670.459,-2552.022,-21.103,0.3329
25011,25.0110,-0.00,0.70,2.6400,0,63,80,80,92,92,23139,23037,12088.594,-24.720,11715.399,-2569.366,-21.103,0.3677
25012,25.0120,-0.00,0.70,2.6400,0,63,80,80,92,92,23231,23129,12136.765,-24.720,11760.340,-2586.710,-21.103,0.0000
25144,25.1440,-0.10,0.20,2.6400,2,14,82,78,88,87,23319,23216,12182.580,-24.760,11803.052,-2603.283,-21.310,0.3471
25355,25.3550,0.00,0.40,2.6400,1,29,81,79,153,151,23472,23367,12262.167,-24.829,11877.093,-2632.474,-21.724,0.3772
25356,25.3560,0.00,0.40,2.6400,1,53,81,79,0,0,23472,23367,12262.167,-24.829,11877.093,-2632.474,-21.724,0.0000
25577,25.5770,0.20,0.60,2.6200,0,57,80,80,154,151,23626,23518,12342.015,-24.690,11951.109,-2662.431,-22.345,0.3613
25798,25.7980,0.20,0.60,2.5900,-1,58,79,81,163,160,23789,23678,12426.576,-24.395,12029.145,-2695.002,-22.966,0.3826
25799,25.7990,0.20,0.60,2.5900,-1,58,79,81,163,160,23952,23838,12511.137,-24.100,12106.824,-2728.417,-23.586,0.0000
26019,26.0190,0.10,0.30,2.5700,1,60,81,79,154,157,24106,23995,12592.556,-23.887,12181.618,-2760.591,-22.966,0.3701
26020,26.0200,0.10,0.30,2.5700,1,60,81,79,154,157,24260,24152,12673.976,-23.744,12256.755,-2791.953,-22.345,0.0000
26151,26.1510,0.10,0.10,2.5600,2,67,82,78,87,89,24347,24241,12720.052,-23.664,12299.435,-2809.316,-21.931,0.3517
26283,26.2830,0.10,-0.30,2.5500,3,33,83,77,81,80,24428,24321,12762.202,-23.590,12338.506,-2825.129,-22.138,0.3193
26284,26.2840,0.10,-0.30,2.5500,3,33,83,77,81,80,24509,24401,12804.351,-23.517,12377.519,-2841.083,-22.345,0.0000
26496,26.4960,0.20,0.30,2.5200,1,42,81,79,152,148,24661,24549,12882.891,-23.311,12449.944,-2871.466,-23.172,0.3705
26717,26.7170,0.30,0.80,2.4700,-2,48,78,82,161,160,24822,24709,12966.928,-22.945,12527.142,-2904.674,-23.379,0.3803
26939,26.9390,0.50,0.80,2.4000,-3,52,77,83,159,154,24981,24863,13048.869,-22.372,12602.061,-2937.868,-24.414,0.3691
27070,27.0700,0.50,1.10,2.3200,-4,61,76,84,92,89,25073,24952,13096.253,-21.959,12645.103,-2957.688,-25.034,0.3617
27203,27.2030,0.60,0.40,2.2500,-2,14,78,82,85,87,25158,25039,13141.280,-21.527,12685.971,-2976.595,-24.621,0.3386
27325,27.3250,0.60,-0.20,2.1600,-1,34,79,81,89,91,25247,25130,13188.402,-21.033,12728.881,-2996.072,-24.207,0.3863
27330,27.3300,0.60,-0.20,2.1400,-1,56,79,81,1,1,25248,25131,13188.925,-21.028,12729.359,-2996.287,-24.207,0.1047
27459,27.4590,0.40,-0.80,2.1100,2,42,82,78,85,87,25333,25218,13233.953,-20.635,12770.495,-3014.602,-23.793,0.3491
27671,27.6710,0.30,-0.90,2.0600,3,50,83,77,140,140,25473,25358,13307.255,-20.187,12837.569,-3044.176,-23.793,0.3458
27883,27.8830,0.30,-0.40,2.0100,1,55,81,79,137,134,25610,25492,13378.202,-19.816,12902.330,-3073.149,-24.414,0.3347
28005,28.0050,0.40,0.50,1.9500,-2,64,78,82,81,82,25691,25574,13420.875,-19.555,12941.220,-3090.717,-24.207,0.3498
28010,28.0100,0.40,0.50,1.9400,-2,77,78,82,1,0,25692,25574,13421.136,-19.553,12941.458,-3090.825,-24.414,0.0524
28139,28.1390,0.50,-0.20,1.9100,0,47,80,80,88,88,25780,25662,13467.212,-19.191,12983.415,-3109.870,-24.414,0.3572
28262,28.2620,0.40,-0.10,1.8400,0,58,80,80,87,88,25867,25750,13513.025,-18.831,13025.168,-3128.731,-24.207,0.3725
28266,28.2660,0.40,-0.10,1.8200,0,72,80,80,3,3,25870,25753,13514.596,-18.820,13026.600,-3129.375,-24.207,0.3927
28370,28.3700,0.40,-0.50,1.8000,1,39,81,79,67,65,25937,25818,13549.153,-18.579,13058.068,-3143.658,-24.621,0.3323
28582,28.5820,0.50,-0.10,1.7300,-1,47,79,81,146,143,26083,25961,13624.810,-17.985,13126.678,-3175.551,-25.241,0.3569
28583,28.5830,0.50,-0.10,1.7300,-1,47,79,81,146,143,26229,26104,13700.467,-17.325,13194.938,-3208.185,-25.862,0.0000
28795,28.7950,0.60,0.10,1.6400,-2,52,78,82,146,146,26375,26250,13776.909,-16.591,13263.727,-3241.531,-25.862,0.3606
29016,29.0160,0.40,-0.80,1.5800,2,56,82,78,146,150,26521,26400,13854.399,-15.915,13333.701,-3274.829,-25.034,0.3506
29017,29.0170,0.40,-0.80,1.5800,2,56,82,78,146,150,26667,26550,13931.890,-15.374,13404.148,-3307.113,-24.207,0.0000
29238,29.2380,-0.00,-1.10,1.5800,5,59,85,75,137,142,26804,26692,14004.931,-15.119,13471.035,-3336.460,-23.172,0.3305
29369,29.3690,-0.10,-1.20,1.5900,6,66,86,74,78,80,26882,26772,14046.296,-15.155,13509.121,-3352.600,-22.759,0.3158
29370,29.3700,-0.10,-1.20,1.5900,6,66,86,74,78,80,26960,26852,14087.660,-15.227,13547.322,-3368.464,-22.345,0.0000
29502,29.5020,-0.00,-0.00,1.6000,2,25,82,78,75,72,27035,26924,14126.144,-15.261,13582.837,-3383.287,-22.966,0.2915
29713,29.7130,0.20,0.70,1.5700,-2,37,78,82,147,142,27182,27066,14201.804,-15.128,13652.231,-3413.436,-24.000,0.3586
29714,29.7140,0.20,0.70,1.5700,-2,37,78,82,147,142,27329,27208,14277.464,-14.864,13721.069,-3444.832,-25.034,0.0000
29935,29.9350,0.20,0.30,1.5400,-1,44,79,81,151,150,27480,27358,14356.265,-14.589,13792.408,-3478.307,-25.241,0.3566
30156,30.1560,0.20,0.40,1.5100,-1,50,79,81,148,149,27628,27507,14434.019,-14.318,13862.798,-3511.337,-25.034,0.3518
30157,30.1570,0.20,0.40,1.5100,-1,50,79,81,148,149,27776,27656,14511.773,-14.046,13933.307,-3544.113,-24.828,0.0000
30377,30.3770,0.30,-0.40,1.4700,1,54,81,79,150,146,27926,27802,14589.265,-13.708,14003.400,-3577.158,-25.655,0.3522
30378,30.3780,0.30,-0.40,1.4700,1,54,81,79,150,146,28076,27948,14666.756,-13.303,14073.009,-3611.212,-26.483,0.0000
30509,30.5090,0.30,-0.60,1.4200,2,62,82,78,89,88,28165,28036,14713.094,-13.060,14114.448,-3631.951,-26.690,0.3537
30641,30.6410,0.20,-0.70,1.3900,3,22,83,77,73,76,28238,28112,14752.102,-12.890,14149.394,-3649.283,-26.069,0.2955
30642,30.6420,0.20,-0.70,1.3900,3,22,83,77,73,76,28311,28188,14791.110,-12.754,14184.526,-3666.235,-25.448,0.0000
30763,30.7630,0.20,-0.90,1.3600,3,41,83,77,75,78,28386,28266,14831.165,-12.614,14220.788,-3683.250,-24.828,0.3310
30768,30.7680,0.20,-0.90,1.3500,3,60,83,77,1,1,28387,28267,14831.688,-12.612,14221.263,-3683.470,-24.828,0.1047
30897,30.8970,-0.10,-1.20,1.3500,6,34,86,74,73,76,28460,28343,14870.696,-12.578,14256.754,-3699.657,-24.207,0.3024
31019,31.0190,-0.10,-1.50,1.3700,7,49,87,73,76,75,28536,28418,14910.228,-12.647,14292.780,-3715.932,-24.414,0.3240
31023,31.0230,-0.10,-1.50,1.3700,7,49,87,73,76,75,28612,28493,14949.760,-12.716,14328.748,-3732.336,-24.621,9.8829
31143,31.1430,-0.10,0.00,1.3900,2,24,82,78,69,66,28681,28559,14985.103,-12.778,14360.797,-3747.234,-25.241,0.2945
31355,31.3550,0.10,-0.10,1.3700,1,36,81,79,144,139,28825,28698,15059.192,-12.778,14427.524,-3779.432,-26.276,0.3495
31576,31.5760,0.10,0.00,1.3500,1,44,81,79,144,149,28969,28847,15135.899,-12.644,14496.610,-3812.767,-25.241,0.3471
31797,31.7970,-0.00,-0.70,1.3600,4,49,84,76,147,147,29116,28994,15212.868,-12.577,14566.230,-3845.589,-25.241,0.3483
31928,31.9280,-0.00,-0.90,1.3600,4,58,84,76,92,87,29208,29081,15259.730,-12.577,14608.435,-3865.955,-26.276,0.3577
31929,31.9290,-0.00,-0.90,1.3600,4,58,84,76,92,87,29300,29168,15306.592,-12.577,14650.266,-3887.079,-27.310,0.0000
