t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_imu_mm,y_imu_mm,x_enc_mm,y_enc_mm,theta_enc_deg,v_mps
24293,24.2930,-0.40,-0.80,0.1800,5,65,85,75,142,148,19228,19181,10055.121,8.429,9990.261,702.641,9.724,0.3564
24514,24.5140,-0.50,-0.10,0.2500,3,68,83,77,138,137,19366,19318,10127.114,8.994,10061.200,714.929,9.931,0.3258
24645,24.6450,-0.50,0.10,0.3200,3,74,83,77,83,83,19449,19401,10170.571,9.373,10104.007,722.424,9.931,0.3317
24646,24.6460,-0.50,0.10,0.3200,3,74,83,77,83,83,19532,19484,10214.028,9.752,10146.815,729.919,9.931,0.0000
24778,24.7780,-0.50,-0.20,0.3800,4,49,84,76,87,88,19619,19572,10259.841,10.152,10191.957,737.739,9.724,0.3471
24990,24.9900,-0.40,0.70,0.4400,1,55,81,79,158,150,19777,19722,10340.473,10.786,10271.228,752.505,11.379,0.3804
25211,25.2110,0.10,1.90,0.4100,-6,59,74,86,152,146,19929,19868,10418.489,10.990,10347.539,768.726,12.621,0.3530
25432,25.4320,0.40,1.20,0.3500,-6,63,74,86,145,143,20074,20011,10493.886,10.661,10421.056,785.465,13.034,0.3412
25433,25.4330,0.40,1.20,0.3500,-6,63,74,86,145,143,20219,20154,10569.283,10.134,10494.449,802.736,13.448,0.0000
25654,25.6540,0.30,-1.00,0.3000,2,66,82,78,133,137,20352,20291,10639.967,9.703,10563.314,818.678,12.621,0.3198
25785,25.7850,0.20,-1.50,0.2700,4,73,84,76,76,76,20428,20367,10679.760,9.529,10602.146,827.373,12.621,0.3038
25786,25.7860,0.20,-1.50,0.2700,4,73,84,76,76,76,20504,20443,10719.553,9.390,10640.978,836.067,12.621,0.0000
25917,25.9170,0.10,-0.90,0.2400,3,56,83,77,76,73,20580,20516,10758.561,9.288,10678.997,844.796,13.241,0.2978
26129,26.1290,0.00,-0.50,0.2400,1,62,81,79,126,130,20706,20646,10825.582,9.230,10744.345,859.676,12.414,0.3161
26130,26.1300,0.00,-0.50,0.2400,1,62,81,79,126,130,20832,20776,10892.603,9.230,10809.901,873.611,11.586,0.0000
26351,26.3510,0.10,-0.80,0.2200,2,66,82,78,128,127,20960,20903,10959.362,9.171,10875.275,887.137,11.793,0.3021
26572,26.5720,0.10,-0.80,0.2000,2,67,82,78,139,138,21099,21041,11031.880,9.045,10946.236,902.086,12.000,0.3281
26573,26.5730,0.10,-0.80,0.2000,2,67,82,78,139,138,21238,21179,11104.398,8.918,11017.142,917.291,12.207,0.0000
26793,26.7930,0.10,-0.10,0.1900,0,69,80,80,139,138,21377,21317,11176.916,8.792,11087.993,932.753,12.414,0.3296
26794,26.7940,0.10,-0.10,0.1900,0,69,80,80,139,138,21516,21455,11249.435,8.665,11158.788,948.470,12.621,0.0000
26925,26.9250,0.10,0.20,0.1800,-1,75,79,81,80,80,21596,21535,11291.323,8.592,11199.664,957.622,12.621,0.3198
27057,27.0570,0.20,0.40,0.1700,-2,39,78,82,79,79,21675,21614,11332.687,8.484,11240.029,966.660,12.621,0.3134
27179,27.1790,0.20,0.20,0.1500,-2,54,78,82,78,75,21753,21689,11372.742,8.344,11279.068,975.624,13.241,0.3283
27184,27.1840,0.20,0.20,0.1500,-2,54,78,82,78,75,21831,21764,11412.797,8.204,11318.008,985.010,13.862,8.0111
27313,27.3130,0.20,-0.20,0.1300,-1,28,79,81,70,69,21901,21833,11449.187,8.077,11353.323,993.792,14.069,0.2821
27435,27.4350,0.20,-0.30,0.0900,0,47,80,80,75,74,21976,21907,11488.195,7.941,11391.144,1003.343,14.276,0.3197
27439,27.4390,0.20,-0.30,0.0800,0,66,80,80,1,1,21977,21908,11488.718,7.939,11391.651,1003.472,14.276,0.1309
27559,27.5590,0.10,-0.60,0.0700,2,52,82,78,63,66,22040,21974,11522.490,7.851,11424.425,1011.622,13.655,0.2814
27681,27.6810,0.10,-0.80,0.0600,2,64,82,78,65,68,22105,22042,11557.310,7.790,11458.304,1019.659,13.034,0.2854
27686,27.6860,0.10,-0.80,0.0600,2,64,82,78,65,68,22170,22110,11592.129,7.729,11492.268,1027.328,12.414,6.9639
27815,27.8150,-0.20,-0.40,0.0600,2,36,82,78,63,66,22233,22176,11625.901,7.758,11525.290,1034.410,11.793,0.2618
28027,28.0270,-0.30,-0.10,0.1000,2,48,82,78,118,119,22351,22295,11687.947,8.029,11586.049,1046.981,11.586,0.2927
28215,28.2150,-0.30,-0.10,0.1400,2,57,82,78,109,107,22460,22402,11744.495,8.325,11641.404,1058.538,12.000,0.3008
28449,28.4490,-0.20,-0.10,0.2100,2,72,82,78,140,141,22600,22543,11818.060,8.646,11713.390,1073.703,11.793,0.3144
28450,28.4500,-0.20,-0.10,0.2100,2,72,82,78,140,141,22740,22684,11891.625,8.903,11785.430,1088.608,11.586,0.0000
28671,28.6710,-0.30,-0.70,0.2700,4,72,84,76,133,136,22873,22820,11962.048,9.210,11854.494,1102.379,10.966,0.3187
28892,28.8920,-0.30,0.10,0.3100,2,72,82,78,134,131,23007,22951,12031.424,9.574,11922.532,1115.944,11.586,0.3139
28893,28.8930,-0.30,0.10,0.3100,2,72,82,78,134,131,23141,23082,12100.800,9.937,11990.419,1130.246,12.207,0.0000
29024,29.0240,-0.30,0.50,0.3500,0,77,80,80,82,77,23223,23159,12142.425,10.155,12031.023,1139.414,13.241,0.3178
29156,29.1560,-0.10,0.70,0.3800,-1,45,79,81,82,81,23305,23240,12185.098,10.304,12072.544,1149.264,13.448,0.3233
29157,29.1570,-0.10,0.70,0.3800,-1,45,79,81,82,81,23387,23321,12227.772,10.378,12114.029,1159.263,13.655,0.0000
29369,29.3690,-0.40,-1.80,0.4400,9,53,89,71,132,143,23519,23464,12299.766,10.692,12184.312,1174.867,11.379,0.3396
29591,29.5910,-0.80,-1.80,0.5700,11,59,91,69,121,124,23640,23588,12363.903,11.364,12247.260,1187.181,10.759,0.2889
29812,29.8120,-0.90,-0.60,0.6900,8,64,88,72,123,120,23763,23708,12427.513,12.308,12309.694,1199.395,11.379,0.2879
29943,29.9430,-0.80,0.80,0.8100,3,71,83,77,77,73,23840,23781,12466.779,12.890,12348.135,1207.421,12.207,0.2998
29944,29.9440,-0.80,0.80,0.8100,3,71,83,77,77,73,23917,23854,12506.045,13.439,12386.456,1216.001,13.034,0.0000
30076,30.0760,-0.40,1.30,0.9100,-1,25,79,81,79,77,23996,23931,12546.884,13.866,12426.211,1225.356,13.448,0.3094
30287,30.2870,-0.20,0.90,0.9500,-1,39,79,81,137,137,24133,24068,12618.616,14.242,12495.977,1242.039,13.448,0.3400
30288,30.2880,-0.20,0.90,0.9900,-1,60,79,81,1,1,24134,24069,12619.139,14.244,12496.486,1242.161,13.448,0.0000
30509,30.5090,-0.30,0.60,1.0300,1,63,81,79,139,136,24273,24205,12691.133,14.558,12566.415,1259.283,14.069,0.3258
30730,30.7300,-0.10,1.60,1.0500,-3,65,77,83,139,135,24412,24340,12762.866,14.808,12635.869,1277.223,14.897,0.3246
30731,30.7310,-0.10,1.60,1.0500,-3,65,77,83,139,135,24551,24475,12834.599,14.933,12705.056,1296.164,15.724,0.0000
30951,30.9510,-0.00,1.00,1.0500,-2,66,78,82,140,142,24691,24617,12908.426,14.998,12776.192,1315.915,15.310,0.3356
30952,30.9520,-0.00,1.00,1.0500,-2,66,78,82,140,142,24831,24759,12982.254,14.998,12847.470,1335.151,14.897,0.0000
31172,31.1720,-0.40,-1.40,1.1000,8,68,88,72,126,132,24957,24891,13049.798,15.234,12912.928,1351.807,13.655,0.3070
31173,31.1730,-0.40,-1.40,1.1000,8,68,88,72,126,132,25083,25023,13117.340,15.705,12978.732,1367.041,12.414,0.0000
31303,31.3030,-0.50,-2.80,1.1800,13,74,93,67,70,74,25153,25097,13155.038,16.001,13015.607,1374.879,11.586,0.2900
31304,31.3040,-0.50,-2.80,1.1800,13,74,93,67,70,74,25223,25171,13192.736,16.330,13052.592,1382.184,10.759,0.0000
31435,31.4350,-0.90,-2.10,1.2600,13,43,93,67,69,71,25292,25242,13229.385,16.778,13088.624,1388.896,10.345,0.2798
31557,31.5570,-0.90,-1.70,1.4000,12,57,92,68,77,71,25369,25313,13268.126,17.387,13126.663,1396.266,11.586,0.3176
31562,31.5620,-0.90,-1.70,1.4400,13,73,93,67,1,0,25370,25313,13268.388,17.391,13126.919,1396.319,11.793,0.0524
31691,31.6910,-0.40,1.20,1.4900,0,56,80,80,81,71,25451,25384,13308.179,17.842,13165.720,1405.154,13.862,0.3085
31813,31.8130,-0.40,3.00,1.5400,-6,65,74,86,80,79,25531,25463,13349.804,18.133,13206.115,1415.200,14.069,0.3412
31817,31.8170,-0.40,3.00,1.5400,-6,65,74,86,80,79,25611,25542,13391.429,18.423,13246.474,1425.391,14.276,10.4065
31937,31.9370,0.30,2.50,1.5700,-8,29,72,88,73,68,25684,25610,13428.343,18.456,13282.165,1434.817,15.310,0.3076
