HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,dp=0,OL=0,OR=0,hi=0.00
HB:t=16848,m=S,run=1,el=0,er=1,yaw=-0.9,yr=-3.2,pc=21,hd=16,dp=10,OL=117,OR=85,hi=0.11
HB:t=16980,m=S,run=1,el=136,er=125,yaw=-0.6,yr=0.0,pc=11,hd=3,dp=0,OL=94,OR=88,hi=0.11
HB:t=17102,m=S,run=1,el=128,er=126,yaw=-0.5,yr=1.7,pc=15,hd=-2,dp=-5,OL=93,OR=97,hi=0.11
HB:t=17106,m=S,run=1,el=128,er=126,yaw=-0.5,yr=1.7,pc=15,hd=-2,dp=-5,OL=93,OR=97,hi=0.11
HB:t=17235,m=S,run=1,el=127,er=126,yaw=-0.1,yr=0.9,pc=1,hd=-2,dp=-3,OL=79,OR=83,hi=0.12
HB:t=17357,m=S,run=1,el=123,er=121,yaw=-0.1,yr=1.4,pc=8,hd=-4,dp=-5,OL=84,OR=92,hi=0.12
HB:t=17361,m=S,run=1,el=0,er=1,yaw=-0.1,yr=1.4,pc=14,hd=-4,dp=-5,OL=90,OR=98,hi=0.12
HB:t=17481,m=S,run=1,el=112,er=110,yaw=0.2,yr=0.9,pc=10,hd=-4,dp=-3,OL=86,OR=94,hi=0.12
HB:t=17693,m=S,run=1,el=210,er=213,yaw=0.2,yr=0.7,pc=14,hd=-4,dp=-2,OL=90,OR=98,hi=0.11
HB:t=17694,m=S,run=1,el=210,er=213,yaw=0.2,yr=0.7,pc=14,hd=-4,dp=-2,OL=90,OR=98,hi=0.11
HB:t=17915,m=S,run=1,el=221,er=220,yaw=0.1,yr=0.2,pc=17,hd=-1,dp=-1,OL=96,OR=98,hi=0.11
HB:t=17915,m=S,run=1,el=221,er=220,yaw=0.1,yr=0.2,pc=17,hd=-1,dp=-1,OL=96,OR=98,hi=0.11
HB:t=18136,m=S,run=1,el=228,er=229,yaw=0.0,yr=0.3,pc=19,hd=-1,dp=-1,OL=98,OR=100,hi=0.11
HB:t=18136,m=S,run=1,el=228,er=229,yaw=0.0,yr=0.3,pc=19,hd=-1,dp=-1,OL=98,OR=100,hi=0.11
